session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_VER_AVE_0002,athlete_46,82,vertical_jump,89.41,105.8,108.52,131.26,88.43,78.22,77.84,129.01,64.23,85.94,34.71,2.81,26.2,-2.31,0.49,33.5,0.702,67.2,descent,average,Lower your hips.
SES_CRI_ELI_0016,athlete_76,63,cricket_bat,129.73,114.61,140.99,144.49,62.64,90.67,140.54,135.95,97.56,83.34,23.1,2.15,31.19,1.02,0.54,0,0.778,94.1,descent,elite,Hold this form.
SES_VER_GOO_0001,athlete_03,44,vertical_jump,102.63,95.53,123.76,100.34,75.76,73.12,132.77,122.16,73.13,81.52,30.91,2.99,25.92,3.96,0.43,50.2,0.802,86.0,landing,good,"Good depth, push harder through the heels."
SES_SPR_AVE_0010,athlete_28,21,sprint,76.68,77.72,132.05,115.52,94.44,93.04,121.94,115.5,82.82,90.11,27.52,0.26,29.2,1.36,0.63,0,0.758,65.4,setup,average,Lower your hips.
SES_SNA_GOO_0005,athlete_16,36,snatch,106.52,89.66,117.05,101.59,52.9,54.81,178.37,160.01,81.13,91.29,33.49,1.93,14.61,1.53,0.48,0,0.813,80.9,descent,good,"Good depth, push harder through the heels."
SES_JAV_AVE_0014,athlete_57,95,javelin,140.98,140.92,148.8,161.99,157.29,159.48,153.06,141.69,91.27,72.28,54.28,1.19,14.63,4.79,0.45,0,0.655,56.8,descent,average,Lower your hips.
SES_CRI_AVE_0018,athlete_37,35,cricket_bat,158.65,171.88,169.6,163.28,135.9,108.82,142.07,180,84.86,81.35,28.49,2.18,24.98,5.19,0.5,0,0.686,59.8,descent,average,Control trunk lean.
SES_CRI_GOO_0017,athlete_26,33,cricket_bat,112.5,120.65,154.18,136.69,89.62,88.37,143.43,148.07,104.43,78.85,45.17,2.4,29.62,2.27,0.43,0,0.726,86.9,descent,good,Extend hips fully.
SES_SPR_POO_0011,athlete_26,28,sprint,76.96,90.33,132.66,136.23,119.3,76.56,120.41,149.52,105.09,87.66,28.1,2.41,28.03,0.69,0.3,0,0.668,46.1,setup,poor,Critical form deviation.
SES_CRI_ELI_0016,athlete_78,17,cricket_bat,119.79,119.97,134.57,151.02,73.13,77.04,140.56,157.87,84.81,92.54,20.57,2.01,32.07,-5.28,0.62,0,0.787,98.3,descent,elite,Elite biomechanics detected.
SES_JAV_POO_0015,athlete_20,36,javelin,145.83,154.76,178,178,138.93,107.53,105.03,180,83.92,71.17,80,3.47,17.13,2.47,0.57,0,0.583,41.8,descent,poor,Adjust knee alignment.
SES_SPR_ELI_0008,athlete_40,86,sprint,50.85,40.57,81.12,97.28,65.96,85.7,85.95,96.89,75.61,84.3,21.11,3.89,44.52,4.21,0.5,0,0.79,90,descent,elite,Great form! Maintain position.
SES_CRI_POO_0019,athlete_54,59,cricket_bat,175,175,158.6,172.54,152.17,114.57,164.83,180,69.84,80.77,43.21,2.81,24.15,1.77,0.46,0,0.596,36.6,descent,poor,Critical form deviation.
SES_SPR_ELI_0008,athlete_06,47,sprint,64.5,51.75,88.09,88.11,69.44,63.56,83.13,94.75,68.4,85.24,23.05,4.16,21.17,-0.89,0.48,0,0.841,92.0,setup,elite,Elite biomechanics detected.
SES_SPR_POO_0011,athlete_19,24,sprint,96.9,79.85,150.24,147.86,70.62,118.17,106.3,111.31,76.31,76.58,50.45,2.07,28.86,2.41,0.52,0,0.662,50.2,setup,poor,LOWER HIPS!
SES_JAV_POO_0015,athlete_13,82,javelin,127.49,140.33,133.76,167.53,125.84,126.03,168.06,152.99,89.46,78.59,47.37,1.86,25.88,3.56,0.33,0,0.512,33.3,descent,poor,LOWER HIPS!
SES_SPR_GOO_0009,athlete_72,41,sprint,61.93,44.18,99.92,106.59,85.7,101.4,116.14,73.03,65.67,73.4,19.44,3.97,22.71,5.83,0.49,0,0.745,85.6,setup,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_50,75,javelin,129.67,120.06,157.92,149.51,130.7,143.99,119.71,160.92,76.93,78.84,63.41,3.3,16.49,0.3,0.44,0,0.642,62.2,descent,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_20,96,snatch,103.31,108.19,107.51,106.21,41.39,33.53,173.66,175.6,90.93,79.42,28.78,3.28,20.35,6.81,0.41,0,0.883,82.9,setup,good,Extend hips fully.
SES_SNA_POO_0007,athlete_60,14,snatch,152.85,134.76,154.54,110.11,34.42,68.67,159.5,135.99,80.71,69.32,56.21,1.08,24.3,0.91,0.57,0,0.598,46.3,setup,poor,LOWER HIPS!
SES_SNA_GOO_0005,athlete_72,39,snatch,113.69,93.16,109.69,103.19,43.26,59.07,170.64,160.1,90.21,87.1,38.91,3.03,26.74,1.47,0.58,0,0.828,85.2,descent,good,"Good depth, push harder through the heels."
SES_SPR_GOO_0009,athlete_32,50,sprint,62.41,74.02,103.07,108.7,105.98,92.6,90.39,86.88,77.74,86.99,2.11,2.95,40.71,2.4,0.54,0,0.787,85.1,descent,good,Slight asymmetry detected.
SES_SPR_ELI_0008,athlete_71,17,sprint,44.78,38.89,94.8,96.53,72.9,100.79,80.73,85.61,66.74,77.78,15.91,2.65,33.14,1.67,0.53,0,0.855,95.8,descent,elite,Elite biomechanics detected.
SES_CRI_ELI_0016,athlete_63,60,cricket_bat,116.75,122.63,141.37,154.22,95.99,91.92,145.68,149.11,87.56,89.4,24.04,3.77,41.14,-0.51,0.45,0,0.781,96.8,setup,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_11,91,sprint,38.74,49.77,81.67,99.02,81.39,60.92,78.66,90.68,70.28,68.73,12.79,1.14,29.55,-0.28,0.44,0,0.781,91.1,descent,elite,Elite biomechanics detected.
SES_CRI_AVE_0018,athlete_75,78,cricket_bat,168.29,134.45,170.62,172.86,126.08,72.49,180,150.84,89.98,83.75,47.85,3.93,43.92,2.04,0.55,0,0.656,64.5,descent,average,Lower your hips.
SES_SPR_POO_0011,athlete_28,49,sprint,104.84,86.82,159.09,140.68,125.74,95.37,116.91,136.53,94.35,81.19,43.95,0.71,35.49,3.24,0.43,0,0.634,36.5,descent,poor,LOWER HIPS!
SES_SPR_ELI_0008,athlete_36,35,sprint,43.71,49.17,107.66,94.43,67.29,76.44,98.6,90.32,84.32,70.39,14.12,3.67,35.43,3.21,0.62,0,0.83,96.5,descent,elite,Hold this form.
SES_JAV_GOO_0013,athlete_28,15,javelin,100.53,120.47,147.9,150.22,135.32,162.95,118.97,119.01,97.45,83.28,50.12,0.81,39.68,3.85,0.41,0,0.686,76.7,setup,good,"Good depth, push harder through the heels."
SES_SPR_POO_0011,athlete_48,86,sprint,70.02,84.79,143.97,149.61,107.76,90.73,140.81,147.67,91.72,102.15,53.98,1.64,17.32,7.05,0.44,0,0.656,51.4,descent,poor,Critical form deviation.
SES_VER_GOO_0001,athlete_31,0,vertical_jump,84.13,97.67,105.14,105.66,61.3,56.66,93.51,124.06,93.33,85.96,18.12,3.38,21.98,8.97,0.5,40.6,0.837,76.8,flight,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_63,32,vertical_jump,100.75,89.77,99.71,104.78,60.86,49.24,148.15,117.23,86.23,96.42,10.64,3.36,30.95,6.46,0.53,59.7,0.913,93.4,setup,elite,Hold this form.
SES_VER_AVE_0002,athlete_01,68,vertical_jump,108.01,112.02,115.63,112.39,63.89,116.11,74.75,162.7,54.01,68.93,22.59,2.54,48.43,2.45,0.45,33.8,0.781,60.4,descent,average,Lower your hips.
SES_SPR_AVE_0010,athlete_64,4,sprint,70.78,83.04,119.94,123.81,93.84,106.11,110.85,119.09,99.19,68.78,28.23,0.92,22.75,3.89,0.55,0,0.746,65.2,setup,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_57,63,snatch,90.63,107.3,132.46,103.23,45.65,58.71,170.13,178.3,84.73,71.91,20.41,1.38,28.26,-0.06,0.55,0,0.787,89,descent,good,Extend hips fully.
SES_VER_POO_0003,athlete_73,42,vertical_jump,151.65,128.8,136.22,135.99,96.72,73.97,180,146.38,62.03,68.97,36.47,3.08,15.68,3.71,0.3,14.4,0.654,28.2,takeoff,poor,Work on symmetry.
SES_VER_AVE_0002,athlete_18,44,vertical_jump,116.68,123.68,114.9,123.25,62.25,50.78,129.91,120.84,76.17,66.45,15.54,1.3,20.83,5.78,0.44,33.0,0.763,58.2,flight,average,Lower your hips.
SES_SNA_GOO_0005,athlete_66,86,snatch,98.47,93.67,101.92,113.71,52.88,36.34,169.86,171.63,83.92,81.03,15.22,2.29,22.85,4.91,0.55,0,0.854,76.6,descent,good,Slight asymmetry detected.
SES_CRI_POO_0019,athlete_47,53,cricket_bat,149.65,137.8,178,163.99,101.8,152.73,154.4,180,89.8,94.88,64.58,2.82,32.6,1.78,0.41,0,0.573,35.2,setup,poor,Adjust knee alignment.
SES_JAV_AVE_0014,athlete_04,16,javelin,132.86,122.29,163.43,139.68,124.93,161.19,143.5,151.38,93.45,79.69,52.53,2.45,31.98,0.47,0.57,0,0.613,70.8,descent,average,Lower your hips.
SES_JAV_ELI_0012,athlete_45,84,javelin,111.76,106.18,161.26,143.81,164.73,173.91,128.26,125.02,88.57,82.33,33.51,1.62,48.92,2.28,0.53,0,0.733,93.1,descent,elite,Hold this form.
SES_JAV_AVE_0014,athlete_50,35,javelin,140.71,133.33,162.69,165.71,117.84,140.43,135.71,160.7,80.97,74.02,45.91,1.6,24.65,3.52,0.49,0,0.659,57.5,descent,average,Lower your hips.
SES_SPR_AVE_0010,athlete_45,30,sprint,73.89,74.87,115.27,119.09,75.27,92.77,140.36,116.27,97.25,90.29,27.83,1.07,29.15,1.84,0.47,0,0.786,55,descent,average,Lower your hips.
SES_SPR_POO_0011,athlete_34,47,sprint,89.52,102.74,140.9,135.17,109.76,88.88,116.91,127.94,76.54,88.38,34.26,0.71,18.58,3.43,0.43,0,0.669,41.4,descent,poor,Adjust knee alignment.
SES_JAV_AVE_0014,athlete_15,54,javelin,130.55,113.39,166.32,165.98,93.92,138.19,154.45,142.67,61.07,86.52,37.08,3.42,16.14,-1.42,0.5,0,0.64,62.1,descent,average,Control trunk lean.
SES_SNA_ELI_0004,athlete_31,37,snatch,94.81,93.04,84.87,100.34,43.53,35.65,176.76,171.49,99.29,97.66,23.46,1.29,48.69,0.6,0.55,0,0.898,96.6,setup,elite,Hold this form.
SES_SPR_GOO_0009,athlete_60,21,sprint,60.28,52.07,111.7,90.45,63.48,85.3,109.2,112.85,76.63,75.72,20.73,1.69,10.96,1.03,0.58,0,0.752,77.4,setup,good,Slight asymmetry detected.
SES_CRI_ELI_0016,athlete_11,39,cricket_bat,104.58,117.59,140.44,147.44,67.81,76.26,126.35,134.39,76.01,94.15,19.94,0.81,32.63,-2.18,0.49,0,0.773,97.7,setup,elite,Elite biomechanics detected.
SES_VER_POO_0003,athlete_23,97,vertical_jump,124.85,142.68,144.32,134.84,88.77,30.52,129.36,158.69,87.22,73.53,32.57,3.96,22.24,6.6,0.44,10.6,0.643,20,flight,poor,Adjust knee alignment.
SES_SPR_AVE_0010,athlete_31,5,sprint,56.89,80.54,131.15,105.37,115.47,85.98,122.37,127.82,59.65,68.53,42.85,0,11.4,1.71,0.56,0,0.653,58.7,descent,average,Lower your hips.
SES_SNA_AVE_0006,athlete_60,13,snatch,84.96,110.59,130.93,118.64,77.03,61.35,166.99,163.17,81.21,84.97,17.38,3.78,29.52,3.32,0.52,0,0.722,70.9,descent,average,Activate core more.
SES_JAV_AVE_0014,athlete_09,96,javelin,141.52,129.84,165.14,159.18,130.25,165.04,130.72,161.53,65.45,76.99,53.53,1.43,31.1,-1.64,0.3,0,0.644,74,descent,average,Activate core more.
SES_VER_GOO_0001,athlete_48,80,vertical_jump,104.0,111.5,114.04,102.67,51.56,74.34,113.47,117.62,91.69,86.9,11.01,0.01,35.18,5.33,0.51,50.3,0.83,84.8,flight,good,Extend hips fully.
SES_VER_POO_0003,athlete_16,51,vertical_jump,98.35,138.25,119.83,143.5,78.62,94.99,163.04,156.29,62.6,54.81,53.66,1.68,12.56,2.26,0.36,23.2,0.564,33.4,descent,poor,Critical form deviation.
SES_VER_GOO_0001,athlete_32,77,vertical_jump,87.17,90.79,106.23,111.56,78.48,94.09,133.12,103.92,78.0,95.76,15.95,1.82,19.38,7.86,0.47,33.4,0.854,81.4,takeoff,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_27,82,snatch,89.1,90.67,96.22,88.78,24.19,48.05,180,176.58,75.75,92.39,25.73,4.75,30.84,-5.51,0.59,0,0.922,97.7,descent,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_64,20,sprint,51.85,35.79,83.49,90.25,88.87,85.71,71.94,91.04,77.86,70.14,11.03,2.04,30.28,3.41,0.56,0,0.785,95.3,descent,elite,Hold this form.
SES_SPR_AVE_0010,athlete_73,60,sprint,65.62,75.7,121.01,115.93,118.31,98.91,116.77,126.37,83.03,85.18,20.6,2.29,23.05,5.87,0.56,0,0.747,56.9,descent,average,Lower your hips.
SES_JAV_POO_0015,athlete_06,95,javelin,129.83,135.12,162.19,171.94,125.72,112.57,178.19,162.64,65.72,76.15,52.28,1.55,27.88,-0.83,0.3,0,0.571,31.3,descent,poor,Work on symmetry.
SES_SPR_ELI_0008,athlete_38,56,sprint,44.76,54.05,90.69,87.99,72.17,77.34,84.84,88.23,65.82,71.54,7.97,0.79,33.63,3.54,0.46,0,0.84,94.4,setup,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_49,53,sprint,38.98,44.43,104.05,94.59,56.56,85.62,92.86,93.04,72.51,71.73,9.16,2.54,37.17,0.85,0.53,0,0.836,97.2,setup,elite,Elite biomechanics detected.
SES_JAV_GOO_0013,athlete_79,29,javelin,105.71,118.7,150.45,164.82,159.09,148.2,137.84,138.01,92.6,77.57,40.01,0,14.86,4.36,0.57,0,0.681,76.8,setup,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_32,77,javelin,116.94,110.14,175.29,152.25,127.86,160.45,180,138.93,82.98,74.38,35.27,1.86,35.89,5.16,0.48,0,0.623,68.0,descent,average,Control trunk lean.
SES_SPR_POO_0011,athlete_70,16,sprint,88.42,109.06,115.39,120.42,110.47,102.66,101.75,131.15,90.16,107.78,42.15,2.07,25.39,7.64,0.52,0,0.651,37.6,descent,poor,LOWER HIPS!
SES_SNA_POO_0007,athlete_06,54,snatch,116.81,141.85,156.21,166.6,74.7,67.98,152.91,164.27,69.13,59.59,65.33,0.3,21.69,1.47,0.4,0,0.648,38.0,setup,poor,Adjust knee alignment.
SES_VER_GOO_0001,athlete_31,8,vertical_jump,90.3,107.93,98.08,95.4,88.98,70.63,154.49,131.46,73.5,85.97,14.59,6.08,39.57,2.59,0.45,32.7,0.823,83.2,landing,good,"Good depth, push harder through the heels."
SES_JAV_ELI_0012,athlete_48,66,javelin,87.56,105.45,160.0,154.27,162.41,160.61,142.71,119.6,83.65,91.28,40.16,1.37,33.15,-1.69,0.49,0,0.718,95.1,descent,elite,Elite biomechanics detected.
SES_CRI_GOO_0017,athlete_51,85,cricket_bat,138.99,140.62,149.35,149.35,98.59,87.64,163.59,150.77,89.73,80.55,33.84,3.68,22.68,2.94,0.59,0,0.777,81.7,descent,good,Extend hips fully.
SES_JAV_POO_0015,athlete_52,70,javelin,160.21,151.72,168.5,173.33,140.34,113.58,148.6,177.67,46.8,70.76,80,3.11,32.06,2.5,0.38,0,0.576,42.5,descent,poor,LOWER HIPS!
SES_SNA_AVE_0006,athlete_34,66,snatch,112.63,109.59,111.4,141.18,91.83,76.79,159.41,157.81,63.85,67.89,37.81,1.36,9.84,-1.51,0.41,0,0.749,70.0,setup,average,Activate core more.
SES_CRI_ELI_0016,athlete_59,65,cricket_bat,121.8,127.98,159.64,126.13,88.73,80.73,135.74,151.69,89.09,91.15,3.31,3.7,44.44,-0.77,0.43,0,0.743,98.0,setup,elite,Great form! Maintain position.
SES_SNA_GOO_0005,athlete_62,7,snatch,103.55,92.97,102.39,110.63,48.93,63.2,158.41,176.37,86.83,100.45,31.22,2.59,29.38,2.22,0.5,0,0.847,79.4,setup,good,Slight asymmetry detected.
SES_SNA_POO_0007,athlete_16,8,snatch,131.06,147.84,132.19,140.13,94.71,96.57,137.83,157.87,44.8,64.53,63.53,0,28.21,5.97,0.48,0,0.669,36.0,descent,poor,Work on symmetry.
SES_CRI_POO_0019,athlete_14,55,cricket_bat,153.59,155.62,163.24,155.65,105.71,142.34,180,180,86.6,64.67,37.2,4.28,24.35,4.4,0.44,0,0.602,38.7,setup,poor,Critical form deviation.
SES_SNA_AVE_0006,athlete_52,26,snatch,130.13,98.37,121.17,101.85,37.97,97.24,160.16,175.65,79.51,97.73,50.69,2.49,31.24,1.87,0.49,0,0.699,61.4,descent,average,Activate core more.
SES_JAV_ELI_0012,athlete_57,82,javelin,86.52,106.01,150.54,151.01,179.37,161.38,111.06,133.11,77.35,83.01,26.55,2.68,36.08,-0.8,0.45,0,0.724,93.5,descent,elite,Great form! Maintain position.
SES_VER_GOO_0001,athlete_73,5,vertical_jump,77.83,97.7,95.37,105.47,86.45,63.88,116.19,108.94,93.79,83.15,30.79,0,28.06,1.12,0.4,42.0,0.79,84.1,descent,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_18,7,snatch,89.23,82.2,110.37,110.39,33.58,59.62,178.11,177.79,97.29,87.26,30.39,2.98,23.48,1.32,0.52,0,0.926,93.5,descent,elite,Great form! Maintain position.
SES_SNA_ELI_0004,athlete_56,93,snatch,95.45,93.48,95.79,104.38,37.66,47.97,176.92,178.93,83.23,94.1,11.82,4.32,36.79,3.83,0.54,0,0.919,96.8,descent,elite,Hold this form.
SES_CRI_GOO_0017,athlete_31,65,cricket_bat,120.41,139.83,151.75,150.31,110.74,93.69,146.22,135.09,92.81,98.26,16.33,5.22,40.88,0.38,0.52,0,0.735,85.9,setup,good,Extend hips fully.
SES_CRI_GOO_0017,athlete_23,1,cricket_bat,121.63,113.71,148.52,132.8,94.49,111.06,168.34,149.9,65.7,88.78,29.78,3.26,31.44,-0.12,0.57,0,0.729,75,setup,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_28,38,javelin,139.81,142.21,146.98,166.33,161.54,148.27,180,150.23,88.37,78.12,58.68,0,32.2,0.11,0.44,0,0.64,72.9,descent,average,Activate core more.
SES_CRI_ELI_0016,athlete_44,46,cricket_bat,116.35,122.9,147.73,149.44,76.72,88.99,154.18,115.08,92.59,92.97,27.96,0,33.13,0.11,0.61,0,0.801,98.3,setup,elite,Great form! Maintain position.
SES_VER_AVE_0002,athlete_68,92,vertical_jump,120.43,109.89,106.81,121.77,90.51,71.33,123.76,145.7,90.63,78.92,46.71,0.4,39.65,-1.31,0.46,32.9,0.737,63.9,landing,average,Control trunk lean.
SES_VER_GOO_0001,athlete_17,76,vertical_jump,107.85,89.49,94.63,106.14,86.25,84.29,168.32,126.43,89.56,81.83,32.0,4.0,14.68,2.42,0.42,47.6,0.796,76.7,flight,good,Extend hips fully.
SES_VER_AVE_0002,athlete_50,70,vertical_jump,109.17,133.93,121.29,121.04,101.96,64.49,153.34,138.31,74.01,73.7,36.78,4.06,35.81,-2.89,0.43,19.0,0.744,59.7,takeoff,average,Control trunk lean.
SES_SNA_AVE_0006,athlete_51,78,snatch,120.84,123.98,132.31,118.67,90.53,68.13,153.32,144.46,97.07,85.06,57.52,2.66,43.91,-0.31,0.52,0,0.781,67.7,descent,average,Activate core more.
SES_SNA_POO_0007,athlete_09,5,snatch,136.73,152.46,150.54,136.99,80.63,98.41,140.79,170.7,61.44,60.75,42.15,1.8,20.2,0.59,0.59,0,0.662,33.8,descent,poor,LOWER HIPS!
SES_CRI_POO_0019,athlete_03,77,cricket_bat,143.25,144.76,172.64,163.8,124.11,159.14,165.46,174.61,78.36,78.24,58.77,1.06,23.01,1.75,0.38,0,0.602,28.3,setup,poor,Work on symmetry.
SES_SPR_AVE_0010,athlete_16,88,sprint,83.28,70.65,118.27,106.16,89.66,79.99,132.74,102.17,82.29,86.23,28.06,2.35,16.43,2.34,0.51,0,0.724,73.0,descent,average,Activate core more.
SES_SPR_POO_0011,athlete_27,43,sprint,113.29,78.11,162.63,131.1,124.61,134.69,115.11,116.15,84.12,103.27,34.6,0,24.03,0.97,0.36,0,0.569,36.2,setup,poor,Critical form deviation.
SES_SPR_AVE_0010,athlete_08,51,sprint,73.71,62.03,110.48,119.44,106.97,96.66,121.34,97.76,75.86,92.06,16.32,4.07,25.27,-1.43,0.6,0,0.73,64.2,descent,average,Activate core more.
SES_SPR_ELI_0008,athlete_70,43,sprint,42.65,38.22,79.88,87.32,68.59,76.72,108.83,102.13,82.44,64.63,21.88,1.43,24.09,1.02,0.63,0,0.843,93.7,setup,elite,Great form! Maintain position.
SES_SPR_POO_0011,athlete_36,91,sprint,93.19,90.47,142.08,119.69,123.96,131.03,141.19,130.23,77.68,99.31,24.66,1.64,14.9,2.43,0.43,0,0.664,26.5,setup,poor,Work on symmetry.
SES_SNA_POO_0007,athlete_26,21,snatch,95.95,112.7,146.02,129.67,48.25,72.1,54.21,142.28,49.86,70.44,71.17,4.3,18.89,6.16,0.44,0,0.642,25.0,setup,poor,Critical form deviation.
SES_CRI_ELI_0016,athlete_04,36,cricket_bat,130.25,132.73,125.3,124.21,79.56,81.46,149.36,171.8,81.55,84.62,22.12,1.19,35.4,7.84,0.49,0,0.812,96.2,setup,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_52,13,javelin,96.21,98.25,167.59,128.08,178.33,149.21,145.54,131.22,66.06,71.61,23.58,3.44,30.87,-0.24,0.48,0,0.663,84.7,setup,good,Slight asymmetry detected.
SES_SPR_AVE_0010,athlete_30,94,sprint,65.4,59.34,115.57,112.87,114.49,92.87,136.31,111.25,74.21,93.61,36.4,2.53,19.96,1.53,0.32,0,0.765,74,setup,average,Control trunk lean.
SES_VER_GOO_0001,athlete_52,61,vertical_jump,100.81,114.37,125.22,90.99,85.46,65.28,119.78,137.16,91.54,83.99,32.47,1.86,11.52,5.74,0.42,39.9,0.762,81.8,descent,good,Extend hips fully.
SES_SPR_POO_0011,athlete_56,23,sprint,98.08,89.03,112.92,150.7,79.63,106.77,113.46,134.44,87.5,96.0,28.4,2.98,17.9,6.8,0.43,0,0.617,38.5,descent,poor,Critical form deviation.
SES_SPR_ELI_0008,athlete_35,40,sprint,59.39,47.41,88.02,87.73,79.59,66.32,80.2,85.68,61.74,66.77,9.84,2.78,39.53,3.23,0.52,0,0.838,95.8,descent,elite,Hold this form.
SES_CRI_AVE_0018,athlete_12,65,cricket_bat,143.3,153.14,147.07,153.59,100.99,110.68,163.09,164.74,72.46,79.87,27.43,5.35,19.1,1.41,0.49,0,0.688,61.7,setup,average,Lower your hips.
SES_SPR_POO_0011,athlete_30,65,sprint,116.37,87.03,142.09,127.28,90.01,128.79,148.21,98.6,74.16,87.1,20.14,0.52,17.55,0.4,0.53,0,0.613,28.5,setup,poor,Critical form deviation.
SES_SPR_ELI_0008,athlete_55,46,sprint,39.18,45.22,75.74,95.05,87.37,70.36,82.8,83.26,45.72,60.68,10.94,1.43,47.8,6.39,0.58,0,0.799,96.7,setup,elite,Elite biomechanics detected.
SES_SPR_GOO_0009,athlete_07,86,sprint,55.94,51.15,98.57,107.41,89.49,79.47,102.4,93.71,75.01,73.74,27.06,3.18,13.97,2.28,0.48,0,0.8,82.4,setup,good,Extend hips fully.
SES_SNA_AVE_0006,athlete_18,6,snatch,109.35,110.35,101.79,111.16,80.39,61.4,154.8,169.55,82.75,68.24,40.61,3.23,19.34,3.09,0.53,0,0.792,63.2,descent,average,Lower your hips.
SES_SNA_ELI_0004,athlete_69,86,snatch,96.89,90.29,107.67,101.86,33.4,36.91,178.09,178.83,96.43,94.79,32.43,2.29,34.31,1.87,0.49,0,0.913,95.3,descent,elite,Great form! Maintain position.
SES_JAV_ELI_0012,athlete_05,53,javelin,93.22,111.79,145.38,131.69,169.67,180,142.79,110.59,83.23,80.99,25.71,3.61,37.66,0.26,0.63,0,0.702,95.4,setup,elite,Hold this form.
SES_CRI_GOO_0017,athlete_01,45,cricket_bat,130.89,124.95,153.5,165.02,112.19,89.04,135.68,154.96,96.11,71.82,15.48,2.4,21.15,0.63,0.54,0,0.745,88.1,setup,good,Slight asymmetry detected.
SES_VER_GOO_0001,athlete_31,33,vertical_jump,86.66,106.77,103.01,109.11,79.62,56.72,113.92,134.44,91.2,93.77,5.95,3.27,15.42,0.84,0.57,32.4,0.807,81.7,descent,good,"Good depth, push harder through the heels."
SES_SPR_ELI_0008,athlete_42,28,sprint,36.55,45.88,72.33,96.53,91.23,84.89,87.08,91.61,77.2,61.73,12.1,4.59,30.42,-1.84,0.55,0,0.764,96.8,setup,elite,Hold this form.
SES_SNA_POO_0007,athlete_21,51,snatch,123.48,142.43,152.28,139.62,114.97,82.43,112.35,140.09,69.1,84.43,37.07,3.76,13.4,3.43,0.44,0,0.655,46.5,descent,poor,Adjust knee alignment.
SES_VER_GOO_0001,athlete_48,64,vertical_jump,94.74,100.69,113.34,117.73,92.19,63.36,125.95,117.57,87.25,95.81,30.38,0.21,19.57,2.54,0.48,52.0,0.851,81.6,takeoff,good,Extend hips fully.
SES_SNA_ELI_0004,athlete_05,60,snatch,90.24,84.6,104.74,89.1,51.6,46.09,178.68,177.22,91.3,92.88,20.49,3.84,44.89,3.61,0.52,0,0.886,92.8,setup,elite,Hold this form.
SES_CRI_ELI_0016,athlete_03,45,cricket_bat,137.05,112.72,146.31,143.19,92.17,74.32,133.35,142.5,93.34,97.8,16.29,2.8,50.04,-2.01,0.53,0,0.76,92.4,descent,elite,Hold this form.
SES_VER_AVE_0002,athlete_04,20,vertical_jump,117.96,124.36,143.27,132.75,83.2,60.67,151.71,139.77,74.06,78.54,21.91,1.57,32.23,0.76,0.49,41.7,0.763,68.6,takeoff,average,Lower your hips.
SES_JAV_AVE_0014,athlete_02,85,javelin,135.12,129.5,161.93,168.31,160.55,139.46,146.6,167.83,87.3,76.79,33.46,3.61,33.03,4.42,0.56,0,0.656,61.7,setup,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_77,78,snatch,94.55,104.1,122.33,111.17,23.39,34.72,169.06,177.15,90.4,89.59,35.04,2.15,31.07,2.96,0.47,0,0.845,75.6,descent,good,Extend hips fully.
SES_CRI_POO_0019,athlete_21,14,cricket_bat,175,163.71,177.88,164.4,131.1,123.3,180,150.42,85.76,74.78,30.96,2.57,19.83,5.93,0.39,0,0.578,49.4,setup,poor,Adjust knee alignment.
SES_VER_POO_0003,athlete_20,41,vertical_jump,135.92,147.05,156.31,147.09,93.39,64.55,155.69,114.28,52.35,43.07,51.72,2.77,14.76,-0.89,0.48,27.1,0.66,39.0,takeoff,poor,Critical form deviation.
SES_VER_ELI_0000,athlete_59,3,vertical_jump,91.04,90.63,113.08,93.29,75.27,73.95,129.59,124.12,82.79,83.07,7.24,5.03,42.14,-2.35,0.49,60.2,0.906,97.9,landing,elite,Hold this form.
SES_JAV_GOO_0013,athlete_77,21,javelin,106.13,106.12,137.25,170.34,151.13,165.53,106.78,141.98,91.54,76.72,35.14,3.01,29.98,2.63,0.46,0,0.682,83.2,descent,good,"Good depth, push harder through the heels."
SES_SNA_AVE_0006,athlete_12,28,snatch,117.97,97.85,116.63,136.0,66.58,67.25,165.73,171.54,75.45,84.32,20.81,1.92,22.07,5.68,0.52,0,0.726,70.4,setup,average,Lower your hips.
